Order_ID,Date,Region,Country,Product_Category,Product_Name,Units_Sold,Unit_Price,Total_Revenue,Sales_Rep,Currency,Year
ORD-003153,2024-06-23,North America,Canada,Raw Materials,Stainless Steel Rod,686,71.42,48994.12,Amara Anderson,CAD,2024
ORD-001386,2023-06-16,Latin America,Argentina,Food & Beverage,Protein Supplement 2kg,78,83.49,6512.22,Priya Anderson,ARS,2023
ORD-001387,2022-08-23,Europe,France,Electronics,Wireless Headset X1,12,669.83,8037.96,Valentina Taylor,EUR,2022
ORD-001388,2023-04-12,Latin America,Peru,Pharmaceuticals,Vitamin D3 Supplement,130,16.21,2107.3,David Smith,PEN,2023
ORD-001389,2023-04-26,Asia-Pacific,India,Electronics,Portable SSD 2TB,4,354.61,1418.44,Michael Patel,INR,2023
ORD-001390,2023-02-22,North America,Mexico,Apparel & Footwear,Waterproof Jacket,80,63.0,5040.0,Valentina Mueller,MXN,2023
ORD-001391,2022-10-21,North America,Mexico,Automotive Parts,High-Flow Air Filter,49,43.68,2140.32,John Mueller,MXN,2022
ORD-001392,2022-03-05,Asia-Pacific,South Korea,Food & Beverage,Freeze Dried Meal Pack,28,20.53,574.84,Fatima Okonkwo,KRW,2022
ORD-001394,2022-03-08,Middle East,Israel,Consumer Goods,Ergonomic Office Chair,18,213.14,3836.52,Kwame Anderson,ILS,2022
ORD-001395,2024-10-28,North America,United States,Consumer Goods,Portable Blender,85,366.73,31172.05,Ingrid Mueller,USD,2024
ORD-001396,2024-08-25,Middle East,United Arab Emirates,Electronics,Portable SSD 2TB,36,673.86,24258.96,Ravi Brown,AED,2024
ORD-001397,2023-11-05,Asia-Pacific,China,Food & Beverage,Organic Coffee Blend 1kg,483,35.32,17059.56,Elena Sharma,CNY,2023
ORD-001398,2024-06-30,Latin America,Colombia,Apparel & Footwear,Waterproof Jacket,114,153.2,17464.8,Elena Chen,COP,2024
ORD-003065,2023-04-30,Europe,United Kingdom,Raw Materials,Stainless Steel Rod,741,486.33,360370.53,Ingrid Rossi,GBP,2023
ORD-001400,2022-10-10,Middle East,Saudi Arabia,Consumer Goods,Ergonomic Office Chair,38,230.81,8770.78,John Brown,SAR,2022
ORD-001401,2024-10-31,North America,United States,Automotive Parts,Synthetic Motor Oil 5L,77,516.72,39787.44,Amara Anderson,USD,2024
ORD-001402,2022-12-08,Europe,France,Raw Materials,Copper Wire Spool 500m,376,189.79,71361.04,Ingrid Diallo,EUR,2022
ORD-001403,2022-02-19,North America,United States,Electronics,Smart Router Z5,4,519.14,2076.56,Sarah Taylor,USD,2022
ORD-001405,2022-08-09,North America,Canada,Pharmaceuticals,Collagen Peptides Powder,30,85.96,2578.8,Wei Petrov,CAD,2022
ORD-001406,2023-08-16,Latin America,Chile,Raw Materials,Industrial Grade Resin,784,667.69,523468.96,Sarah Garcia,CLP,2023
ORD-001407,2022-01-16,Middle East,Egypt,Apparel & Footwear,Waterproof Jacket,84,104.49,8777.16,Valentina Anderson,EGP,2022
ORD-001408,2022-12-28,Latin America,Chile,Pharmaceuticals,Zinc Immune Support,199,63.55,12646.45,Ahmed Sharma,CLP,2022
ORD-001409,2024-11-26,Asia-Pacific,South Korea,Pharmaceuticals,Vitamin D3 Supplement,318,87.73,27898.14,Sophie Dubois,KRW,2024
ORD-001410,2022-10-21,Asia-Pacific,South Korea,Pharmaceuticals,Omega-3 Fish Oil,117,16.59,1941.03,Sophie Taylor,KRW,2022
ORD-001411,2023-12-13,Asia-Pacific,India,Pharmaceuticals,Vitamin D3 Supplement,87,43.3,3767.1,Fatima Williams,INR,2023
ORD-001412,2023-08-14,Latin America,Chile,Consumer Goods,Air Purifier Home,36,356.32,12827.52,Mei Al-Rashid,CLP,2023
ORD-001413,2022-07-16,Europe,Netherlands,Food & Beverage,Organic Coffee Blend 1kg,482,29.19,14069.58,Michael Garcia,EUR,2022
ORD-001414,2023-02-04,North America,Mexico,Electronics,Portable SSD 2TB,1,76.31,76.31,Elena Tanaka,MXN,2023
ORD-001415,2024-12-02,Asia-Pacific,India,Automotive Parts,Synthetic Motor Oil 5L,79,120.55,9523.45,Fatima Al-Rashid,INR,2024
ORD-001416,2023-06-23,North America,Canada,Automotive Parts,Synthetic Motor Oil 5L,18,74.36,1338.48,David Rossi,CAD,2023
ORD-001417,2022-06-02,North America,Canada,Apparel & Footwear,Waterproof Jacket,140,82.91,11607.4,John Williams,CAD,2022
ORD-001418,2022-03-20,Latin America,Peru,Apparel & Footwear,Merino Wool Sweater,166,86.85,14417.1,Michael Brown,PEN,2022
ORD-001419,2023-05-19,Europe,Spain,Electronics,4K Monitor Pro,25,200.86,5021.5,Priya Rossi,EUR,2023
ORD-001420,2024-09-19,Europe,United Kingdom,Raw Materials,Aluminum Sheet 2mm,776,673.6,522713.6,Amara Dubois,GBP,2024
ORD-001422,2024-05-06,Middle East,Saudi Arabia,Industrial Equipment,Hydraulic Press M3,10,7035.82,70358.2,Kwame Anderson,SAR,2024
ORD-001423,2024-12-22,Middle East,Saudi Arabia,Pharmaceuticals,Zinc Immune Support,130,76.96,10004.8,Fatima Sharma,SAR,2024
ORD-001424,2024-03-14,Asia-Pacific,Singapore,Raw Materials,Industrial Grade Resin,509,448.53,228301.77,Amara Dubois,SGD,2024
ORD-001425,2024-05-09,North America,United States,Apparel & Footwear,Merino Wool Sweater,88,184.93,16273.84,Priya Rossi,USD,2024
ORD-001426,2023-10-16,Latin America,Brazil,Industrial Equipment,Industrial Air Compressor,6,7114.6,42687.6,Omar Mensah,BRL,2023
ORD-001427,2024-04-23,Europe,Italy,Raw Materials,Stainless Steel Rod,37,537.14,19874.18,Fatima Williams,EUR,2024
ORD-001428,2023-10-24,Middle East,Saudi Arabia,Automotive Parts,Ceramic Brake Pad Set,43,160.59,6905.37,Sophie Mensah,SAR,2023
ORD-001429,2022-04-22,Latin America,Chile,Automotive Parts,High-Flow Air Filter,27,148.29,4003.83,John Anderson,CLP,2022
ORD-001430,2023-03-30,North America,Canada,Raw Materials,Industrial Grade Resin,162,431.43,69891.66,Ingrid Tanaka,CAD,2023
ORD-002671,2022-07-27,Asia-Pacific,Australia,Apparel & Footwear,Performance Running Shoe,177,149.2,26408.4,Amara Tanaka,AUD,2022
ORD-001431,2022-02-10,North America,Mexico,Pharmaceuticals,Omega-3 Fish Oil,12,61.33,735.96,Kwame Chen,MXN,2022
ORD-001432,2024-11-28,Asia-Pacific,Australia,Apparel & Footwear,Performance Running Shoe,170,71.66,12182.2,Yuki Garcia,AUD,2024
ORD-001433,2022-11-27,Middle East,Turkey,Consumer Goods,Robot Vacuum V2,51,384.61,19615.11,Sophie Tanaka,TRY,2022
ORD-001434,2022-02-11,Middle East,Saudi Arabia,Electronics,4K Monitor Pro,27,561.31,15155.37,Ahmed Taylor,SAR,2022
ORD-001435,2023-08-03,Latin America,Chile,Electronics,Wireless Headset X1,16,360.91,5774.56,Robert Sharma,CLP,2023
ORD-002628,2024-11-12,Asia-Pacific,South Korea,Food & Beverage,Premium Olive Oil 5L,280,83.91,23494.8,Valentina Lindqvist,KRW,2024
ORD-001436,2024-03-31,North America,Canada,Apparel & Footwear,Tactical Boot,174,41.97,7302.78,David Chen,CAD,2024
ORD-001437,2022-01-31,North America,United States,Automotive Parts,Ceramic Brake Pad Set,59,322.18,19008.62,Mei Okonkwo,USD,2022
ORD-001438,2023-10-02,North America,Mexico,Automotive Parts,LED Headlight Kit,57,418.77,23869.89,Michael Smith,MXN,2023
ORD-001439,2022-07-24,Asia-Pacific,Australia,Raw Materials,Aluminum Sheet 2mm,749,273.01,204484.49,Hassan Diallo,AUD,2022
ORD-001440,2023-04-01,Latin America,Colombia,Automotive Parts,Ceramic Brake Pad Set,68,460.21,31294.28,David Diallo,COP,2023
ORD-001441,2022-02-05,Asia-Pacific,Singapore,Consumer Goods,Ergonomic Office Chair,75,278.18,20863.5,Kwame Petrov,SGD,2022
ORD-001442,2022-02-20,Middle East,United Arab Emirates,Raw Materials,Aluminum Sheet 2mm,197,278.4,54844.8,Ravi Petrov,AED,2022
ORD-001443,2023-11-12,Latin America,Peru,Apparel & Footwear,Merino Wool Sweater,199,58.45,11631.55,Wei Al-Rashid,PEN,2023
ORD-001444,2023-05-27,Middle East,Saudi Arabia,Consumer Goods,Ergonomic Office Chair,52,47.67,2478.84,Mei Diallo,SAR,2023
ORD-001445,2024-10-07,Middle East,Egypt,Consumer Goods,Stainless Steel Cookware Set,42,108.32,4549.44,Nadia Brown,EGP,2024
ORD-001446,2024-04-12,Europe,Germany,Pharmaceuticals,Collagen Peptides Powder,134,67.81,9086.54,Omar Tanaka,EUR,2024
ORD-001447,2023-04-28,Middle East,Turkey,Raw Materials,Carbon Fiber Roll,698,276.8,193206.4,Amara Taylor,TRY,2023
ORD-001448,2022-06-08,Middle East,United Arab Emirates,Apparel & Footwear,Tactical Boot,207,91.33,18905.31,James Garcia,AED,2022
ORD-001449,2024-06-15,Middle East,United Arab Emirates,Industrial Equipment,CNC Milling Unit,2,9200.74,18401.48,Maria Mueller,AED,2024
ORD-001450,2024-05-06,Latin America,Argentina,Raw Materials,Aluminum Sheet 2mm,313,349.54,109406.02,Ahmed Mueller,ARS,2024
ORD-001451,2023-10-23,Asia-Pacific,Singapore,Food & Beverage,Freeze Dried Meal Pack,210,62.16,13053.6,Hassan Anderson,SGD,2023
ORD-001452,2023-02-23,Europe,France,Food & Beverage,Freeze Dried Meal Pack,397,59.37,23569.89,Omar Petrov,EUR,2023
ORD-001453,2024-08-05,Middle East,Egypt,Food & Beverage,Energy Drink Case 24x,193,28.99,5595.07,Nadia Okonkwo,EGP,2024
ORD-001454,2023-10-13,Europe,Spain,Raw Materials,Copper Wire Spool 500m,171,380.33,65036.43,Amara Chen,EUR,2023
ORD-001455,2022-07-12,North America,Canada,Consumer Goods,Air Purifier Home,47,217.19,10207.93,Ahmed Johnson,CAD,2022
ORD-001456,2023-12-19,Middle East,Turkey,Industrial Equipment,Hydraulic Press M3,5,8836.09,44180.45,Elena Anderson,TRY,2023
ORD-001457,2024-05-22,North America,United States,Food & Beverage,Protein Supplement 2kg,166,56.75,9420.5,Elena Zhang,USD,2024
ORD-001458,2022-11-09,Latin America,Colombia,Consumer Goods,Stainless Steel Cookware Set,33,64.77,2137.41,David Garcia,COP,2022
ORD-001459,2024-12-05,Asia-Pacific,India,Apparel & Footwear,Waterproof Jacket,139,164.56,22873.84,John Abbas,INR,2024
ORD-001461,2022-12-04,North America,Mexico,Industrial Equipment,CNC Milling Unit,1,6772.81,6772.81,John Chen,MXN,2022
ORD-001463,2024-08-29,Middle East,Turkey,Automotive Parts,Synthetic Motor Oil 5L,72,212.58,15305.76,John Taylor,TRY,2024
ORD-001464,2023-07-23,North America,Mexico,Consumer Goods,Air Purifier Home,61,280.21,17092.81,Ingrid Patel,MXN,2023
ORD-001465,2024-06-10,Latin America,Colombia,Apparel & Footwear,Compression Leggings,52,139.21,7238.92,James Petrov,COP,2024
ORD-001466,2023-01-27,Latin America,Colombia,Automotive Parts,LED Headlight Kit,19,178.28,3387.32,Nadia Smith,COP,2023
ORD-001467,2023-02-04,Europe,Italy,Pharmaceuticals,Collagen Peptides Powder,130,10.69,1389.7,John Al-Rashid,EUR,2023
ORD-001468,2023-07-14,Asia-Pacific,Australia,Electronics,Portable SSD 2TB,19,128.86,2448.34,Robert Diallo,AUD,2023
ORD-001469,2022-04-28,Latin America,Brazil,Food & Beverage,Protein Supplement 2kg,409,83.3,34069.7,James Diallo,BRL,2022
ORD-001470,2024-08-27,Middle East,Turkey,Raw Materials,Aluminum Sheet 2mm,726,661.44,480205.44,Ingrid Al-Rashid,TRY,2024
ORD-001472,2022-05-08,Latin America,Brazil,Electronics,Smart Router Z5,35,344.52,12058.2,David Tanaka,BRL,2022
ORD-001473,2022-12-13,Middle East,United Arab Emirates,Pharmaceuticals,Probiotic Complex,259,99.46,25760.14,Michael Smith,AED,2022
ORD-001474,2023-01-31,Latin America,Chile,Electronics,4K Monitor Pro,28,644.54,18047.12,Sarah Williams,CLP,2023
ORD-001475,2023-07-19,North America,United States,Raw Materials,Copper Wire Spool 500m,786,557.03,437825.58,Michael Mueller,USD,2023
ORD-004069,2022-12-11,Latin America,Colombia,Raw Materials,Copper Wire Spool 500m,778,179.03,139285.34,Sophie Johnson,COP,2022
ORD-001476,2023-07-15,Europe,Netherlands,Electronics,Industrial Sensor X2,8,598.45,4787.6,John Patel,EUR,2023
ORD-001477,2022-08-27,Middle East,United Arab Emirates,Raw Materials,Copper Wire Spool 500m,211,797.58,168289.38,Nadia Chen,AED,2022
ORD-004147,2023-02-01,Latin America,Brazil,Electronics,Wireless Headset X1,22,368.82,8114.04,Fatima Sharma,BRL,2023
ORD-001478,2022-01-22,Europe,United Kingdom,Electronics,Wireless Headset X1,20,226.26,4525.2,Ravi Chen,GBP,2022
ORD-001479,2023-09-28,Europe,United Kingdom,Consumer Goods,Air Purifier Home,92,38.34,3527.28,Fatima Garcia,GBP,2023
ORD-001480,2023-04-08,Asia-Pacific,China,Pharmaceuticals,Zinc Immune Support,136,65.51,8909.36,Yuki Garcia,CNY,2023
ORD-001481,2022-07-09,Asia-Pacific,Australia,Raw Materials,Carbon Fiber Roll,662,459.14,303950.68,Elena Petrov,AUD,2022
ORD-001482,2024-02-29,Middle East,Turkey,Industrial Equipment,Hydraulic Press M3,8,1583.34,12666.72,Yuki Mueller,TRY,2024
ORD-001483,2023-12-02,Asia-Pacific,Singapore,Food & Beverage,Organic Coffee Blend 1kg,360,89.05,32058.0,Ingrid Williams,SGD,2023
ORD-001484,2023-03-23,North America,Mexico,Consumer Goods,Robot Vacuum V2,4,156.89,627.56,Ahmed Taylor,MXN,2023
ORD-001486,2022-01-17,North America,Canada,Apparel & Footwear,Merino Wool Sweater,107,43.51,4655.57,John Brown,CAD,2022
ORD-001487,2022-11-30,North America,United States,Pharmaceuticals,Probiotic Complex,120,53.12,6374.4,James Patel,USD,2022
ORD-001488,2024-08-27,Middle East,Turkey,Automotive Parts,Synthetic Motor Oil 5L,35,455.78,15952.3,Nadia Petrov,TRY,2024
ORD-001490,2024-03-31,North America,Canada,Automotive Parts,High-Flow Air Filter,18,277.86,5001.48,Michael Garcia,CAD,2024
ORD-001491,2022-10-13,Asia-Pacific,India,Consumer Goods,Portable Blender,45,66.0,2970.0,Maria Chen,INR,2022
ORD-004655,2023-06-20,Latin America,Chile,Raw Materials,Stainless Steel Rod,1011,181.58,183577.38,Maria Anderson,CLP,2023
ORD-001492,2024-03-21,Asia-Pacific,China,Pharmaceuticals,Zinc Immune Support,4,21.66,86.64,Valentina Okonkwo,CNY,2024
ORD-001493,2022-06-14,Europe,France,Food & Beverage,Protein Supplement 2kg,471,26.0,12246.0,Yuki Mueller,EUR,2022
ORD-001494,2024-02-06,North America,Mexico,Consumer Goods,Air Purifier Home,16,17.3,276.8,Elena Al-Rashid,MXN,2024
ORD-001495,2024-08-25,Latin America,Peru,Automotive Parts,LED Headlight Kit,64,371.69,23788.16,Omar Sharma,PEN,2024
ORD-001496,2022-10-01,North America,Canada,Industrial Equipment,Conveyor Belt System,6,4513.83,27082.98,Fatima Rossi,CAD,2022
ORD-001497,2022-05-27,Latin America,Peru,Automotive Parts,Timing Belt Kit,4,193.02,772.08,Priya Zhang,PEN,2022
ORD-001498,2023-11-28,Europe,France,Pharmaceuticals,Probiotic Complex,6,55.91,335.46,Mei Zhang,EUR,2023
ORD-001499,2024-10-20,Latin America,Brazil,Consumer Goods,Air Purifier Home,29,86.12,2497.48,Fatima Mueller,BRL,2024
ORD-001500,2024-05-21,North America,Canada,Automotive Parts,LED Headlight Kit,40,100.84,4033.6,Kwame Rossi,CAD,2024
ORD-001501,2023-01-03,Latin America,Brazil,Food & Beverage,Energy Drink Case 24x,305,19.61,5981.05,Michael Al-Rashid,BRL,2023
ORD-001502,2024-04-08,Latin America,Brazil,Pharmaceuticals,Vitamin D3 Supplement,10,63.49,634.9,Carlos Brown,BRL,2024
ORD-001503,2022-01-24,Europe,Spain,Automotive Parts,Synthetic Motor Oil 5L,44,219.7,9666.8,Sophie Johnson,EUR,2022
ORD-001504,2024-07-11,Asia-Pacific,South Korea,Food & Beverage,Premium Olive Oil 5L,449,55.17,24771.33,Amara Brown,KRW,2024
ORD-001505,2024-05-18,Middle East,Israel,Apparel & Footwear,Waterproof Jacket,103,112.72,11610.16,Valentina Chen,ILS,2024
ORD-001506,2023-06-13,Europe,Germany,Pharmaceuticals,Collagen Peptides Powder,248,27.54,6829.92,Sophie Johnson,EUR,2023
ORD-001507,2024-09-29,Latin America,Colombia,Electronics,4K Monitor Pro,4,472.05,1888.2,Mei Rossi,COP,2024
ORD-001508,2023-08-30,Asia-Pacific,Australia,Automotive Parts,High-Flow Air Filter,4,421.63,1686.52,Ingrid Williams,AUD,2023
ORD-001509,2022-02-05,Europe,United Kingdom,Pharmaceuticals,Zinc Immune Support,125,34.34,4292.5,Robert Johnson,GBP,2022
ORD-001510,2024-12-24,Middle East,United Arab Emirates,Pharmaceuticals,Vitamin D3 Supplement,178,84.35,15014.3,Carlos Chen,AED,2024
ORD-001511,2024-10-07,Middle East,United Arab Emirates,Industrial Equipment,CNC Milling Unit,5,4825.22,24126.1,Elena Patel,AED,2024
ORD-001512,2022-06-06,Middle East,Saudi Arabia,Raw Materials,Copper Wire Spool 500m,51,309.68,15793.68,Sarah Zhang,SAR,2022
ORD-001513,2023-09-11,North America,Canada,Apparel & Footwear,Merino Wool Sweater,10,96.6,966.0,Carlos Williams,CAD,2023
ORD-001514,2023-06-19,North America,Canada,Apparel & Footwear,Waterproof Jacket,170,198.61,33763.7,Michael Lindqvist,CAD,2023
ORD-001515,2024-08-26,Europe,Netherlands,Electronics,Industrial Sensor X2,30,285.45,8563.5,David Garcia,EUR,2024
ORD-001516,2024-03-27,Asia-Pacific,India,Electronics,Portable SSD 2TB,39,744.2,29023.8,Fatima Williams,INR,2024
ORD-001517,2024-04-28,North America,Canada,Consumer Goods,Stainless Steel Cookware Set,34,225.03,7651.02,David Patel,CAD,2024
ORD-001518,2023-04-06,Middle East,Israel,Apparel & Footwear,Waterproof Jacket,83,26.57,2205.31,Priya Chen,ILS,2023
ORD-001519,2024-05-11,Middle East,Israel,Raw Materials,Stainless Steel Rod,346,526.07,182020.22,Ingrid Mensah,ILS,2024
ORD-001520,2023-11-29,Latin America,Peru,Electronics,Industrial Sensor X2,34,418.68,14235.12,Sarah Patel,PEN,2023
ORD-001521,2023-06-08,Latin America,Argentina,Industrial Equipment,Industrial Air Compressor,10,4544.3,45443.0,Wei Anderson,ARS,2023
ORD-001522,2023-03-02,Latin America,Peru,Pharmaceuticals,Vitamin D3 Supplement,248,56.8,14086.4,Elena Dubois,PEN,2023
ORD-001523,2022-03-02,Asia-Pacific,Australia,Raw Materials,Industrial Grade Resin,547,150.22,82170.34,Carlos Zhang,AUD,2022
ORD-001524,2022-02-17,Asia-Pacific,India,Automotive Parts,Synthetic Motor Oil 5L,29,306.51,8888.79,Ingrid Diallo,INR,2022
ORD-001525,2022-09-10,Europe,Italy,Industrial Equipment,Industrial Air Compressor,4,1449.72,5798.88,Yuki Al-Rashid,EUR,2022
ORD-001526,2024-04-01,Middle East,Israel,Industrial Equipment,CNC Milling Unit,5,5439.38,27196.9,Yuki Mueller,ILS,2024
ORD-001527,2022-08-05,Middle East,Israel,Pharmaceuticals,Probiotic Complex,180,62.09,11176.2,Michael Lindqvist,ILS,2022
ORD-001528,2024-10-10,Middle East,Turkey,Consumer Goods,Ergonomic Office Chair,38,283.23,10762.74,Ravi Garcia,TRY,2024
ORD-001529,2024-12-26,Europe,Italy,Food & Beverage,Premium Olive Oil 5L,540,103.11,55679.4,Ravi Anderson,EUR,2024
ORD-001530,2024-05-06,Europe,Netherlands,Apparel & Footwear,Tactical Boot,110,185.74,20431.4,Yuki Anderson,EUR,2024
ORD-001531,2024-10-27,North America,Mexico,Consumer Goods,Air Purifier Home,80,367.11,29368.8,Hassan Mueller,MXN,2024
ORD-001532,2024-08-24,North America,Canada,Consumer Goods,Air Purifier Home,51,265.5,13540.5,James Zhang,CAD,2024
ORD-001533,2024-07-26,Latin America,Peru,Consumer Goods,Air Purifier Home,34,155.96,5302.64,Carlos Diallo,PEN,2024
ORD-001534,2022-05-13,Europe,United Kingdom,Industrial Equipment,Conveyor Belt System,4,8997.22,35988.88,Hassan Patel,GBP,2022
ORD-001535,2022-12-29,Latin America,Argentina,Raw Materials,Aluminum Sheet 2mm,704,1052.45,740924.8,Robert Al-Rashid,ARS,2022
ORD-001536,2024-08-04,Middle East,Israel,Industrial Equipment,CNC Milling Unit,2,7948.18,15896.36,James Johnson,ILS,2024
ORD-001537,2022-05-25,Latin America,Peru,Raw Materials,Industrial Grade Resin,990,637.27,630897.3,David Lindqvist,PEN,2022
ORD-005401,2023-09-26,Asia-Pacific,China,Consumer Goods,Air Purifier Home,60,136.53,8191.8,Michael Mueller,CNY,2023
ORD-001538,2024-09-11,North America,Mexico,Electronics,Smart Router Z5,4,775.68,3102.72,Fatima Mensah,MXN,2024
ORD-001539,2024-06-20,North America,Canada,Automotive Parts,Timing Belt Kit,16,243.0,3888.0,Ahmed Okonkwo,CAD,2024
ORD-001540,2024-01-21,Asia-Pacific,India,Apparel & Footwear,Waterproof Jacket,77,79.15,6094.55,Sarah Sharma,INR,2024
ORD-001541,2023-11-07,Latin America,Argentina,Food & Beverage,Premium Olive Oil 5L,56,73.62,4122.72,Ravi Diallo,ARS,2023
ORD-001543,2022-10-31,Middle East,Israel,Electronics,Wireless Headset X1,2,538.26,1076.52,Priya Petrov,ILS,2022
ORD-001544,2022-11-21,Middle East,Israel,Food & Beverage,Protein Supplement 2kg,199,66.48,13229.52,Amara Patel,ILS,2022
ORD-001545,2023-08-22,Asia-Pacific,China,Industrial Equipment,CNC Milling Unit,5,9354.84,46774.2,Robert Sharma,CNY,2023
ORD-001546,2022-01-25,North America,United States,Food & Beverage,Organic Coffee Blend 1kg,322,26.13,8413.86,Michael Taylor,USD,2022
ORD-001547,2022-11-16,Latin America,Chile,Industrial Equipment,Conveyor Belt System,10,7293.33,72933.3,John Taylor,CLP,2022
ORD-003533,2023-07-27,Middle East,Israel,Apparel & Footwear,Compression Leggings,27,183.93,4966.11,David Mensah,ILS,2023
ORD-001548,2024-12-11,Asia-Pacific,South Korea,Raw Materials,Aluminum Sheet 2mm,681,555.56,378336.36,Kwame Smith,KRW,2024
ORD-001549,2023-02-27,North America,Canada,Consumer Goods,Robot Vacuum V2,28,75.21,2105.88,Mei Al-Rashid,CAD,2023
ORD-001550,2022-01-25,Europe,United Kingdom,Raw Materials,Industrial Grade Resin,744,577.98,430017.12,Michael Sharma,GBP,2022
ORD-001551,2022-07-22,Europe,United Kingdom,Electronics,Smart Router Z5,36,947.25,34101.0,Wei Williams,GBP,2022
ORD-001552,2024-07-03,Middle East,Egypt,Apparel & Footwear,Performance Running Shoe,74,130.35,9645.9,Priya Williams,EGP,2024
ORD-001553,2024-07-23,Europe,Netherlands,Consumer Goods,Air Purifier Home,85,86.4,7344.0,David Lindqvist,EUR,2024
ORD-001554,2022-09-29,Asia-Pacific,Japan,Consumer Goods,Stainless Steel Cookware Set,8,196.28,1570.24,Yuki Sharma,JPY,2022
ORD-001555,2022-07-21,Europe,Spain,Raw Materials,Industrial Grade Resin,891,497.96,443682.36,Maria Brown,EUR,2022
ORD-001557,2022-01-20,Middle East,Saudi Arabia,Raw Materials,Carbon Fiber Roll,757,413.33,312890.81,Ahmed Patel,SAR,2022
ORD-001770,2022-05-20,Asia-Pacific,South Korea,Electronics,Smart Router Z5,38,122.5,4655.0,Maria Tanaka,KRW,2022
ORD-001558,2023-05-31,Europe,Spain,Raw Materials,Copper Wire Spool 500m,625,615.91,384943.75,David Diallo,EUR,2023
ORD-001559,2023-08-05,Europe,United Kingdom,Raw Materials,Stainless Steel Rod,341,824.65,281205.65,David Lindqvist,GBP,2023
ORD-001560,2024-10-27,Europe,United Kingdom,Food & Beverage,Freeze Dried Meal Pack,246,36.43,8961.78,Ahmed Garcia,GBP,2024
ORD-001561,2024-08-21,Latin America,Brazil,Pharmaceuticals,Collagen Peptides Powder,103,49.9,5139.7,Wei Mueller,BRL,2024
ORD-001563,2024-12-22,Asia-Pacific,India,Food & Beverage,Protein Supplement 2kg,486,64.45,31322.7,Fatima Zhang,INR,2024
ORD-001564,2022-11-17,Europe,Spain,Industrial Equipment,Conveyor Belt System,8,2787.69,22301.52,Carlos Garcia,EUR,2022
ORD-001565,2024-08-28,Middle East,Saudi Arabia,Pharmaceuticals,Collagen Peptides Powder,235,61.32,14410.2,Nadia Williams,SAR,2024
ORD-001566,2024-01-30,Europe,United Kingdom,Raw Materials,Carbon Fiber Roll,298,134.92,40206.16,Nadia Petrov,GBP,2024
ORD-001567,2024-03-16,Asia-Pacific,South Korea,Food & Beverage,Energy Drink Case 24x,10,63.91,639.1,Kwame Johnson,KRW,2024
ORD-001568,2023-07-16,Latin America,Colombia,Industrial Equipment,Industrial Air Compressor,4,753.55,3014.2,Yuki Rossi,COP,2023
ORD-001569,2023-10-22,Asia-Pacific,Australia,Pharmaceuticals,Vitamin D3 Supplement,210,43.71,9179.1,John Lindqvist,AUD,2023
ORD-001570,2024-10-27,Middle East,Saudi Arabia,Consumer Goods,Portable Blender,37,173.49,6419.13,Ahmed Chen,SAR,2024
ORD-001571,2024-08-20,Europe,France,Pharmaceuticals,Zinc Immune Support,30,82.92,2487.6,Valentina Mensah,EUR,2024
ORD-001572,2024-02-08,Latin America,Argentina,Food & Beverage,Freeze Dried Meal Pack,30,11.79,353.7,Robert Brown,ARS,2024
ORD-001573,2023-08-06,Asia-Pacific,India,Pharmaceuticals,Zinc Immune Support,78,22.06,1720.68,Nadia Chen,INR,2023
ORD-001574,2022-11-05,Asia-Pacific,Singapore,Automotive Parts,LED Headlight Kit,88,368.64,32440.32,Yuki Lindqvist,SGD,2022
ORD-001575,2023-06-18,North America,Canada,Consumer Goods,Robot Vacuum V2,39,213.88,8341.32,Omar Smith,CAD,2023
ORD-001576,2024-07-02,Europe,Germany,Pharmaceuticals,Probiotic Complex,125,69.36,8670.0,Carlos Brown,EUR,2024
ORD-001577,2023-11-14,Latin America,Argentina,Raw Materials,Carbon Fiber Roll,876,239.07,209425.32,David Williams,ARS,2023
ORD-001578,2024-04-21,Middle East,United Arab Emirates,Industrial Equipment,Hydraulic Press M3,7,4331.65,30321.55,Maria Taylor,AED,2024
ORD-001579,2024-06-14,North America,Mexico,Pharmaceuticals,Vitamin D3 Supplement,276,83.68,23095.68,John Lindqvist,MXN,2024
ORD-001580,2022-06-04,Latin America,Colombia,Pharmaceuticals,Vitamin D3 Supplement,304,53.41,16236.64,Ahmed Lindqvist,COP,2022
ORD-001581,2024-08-17,Europe,Spain,Apparel & Footwear,Compression Leggings,57,135.7,7734.9,Wei Rossi,EUR,2024
ORD-001582,2022-11-08,Latin America,Colombia,Raw Materials,Industrial Grade Resin,100,645.39,64539.0,Carlos Anderson,COP,2022
ORD-001583,2024-06-04,Middle East,Israel,Raw Materials,Stainless Steel Rod,442,752.89,332777.38,Hassan Dubois,ILS,2024
ORD-001584,2022-01-18,North America,Mexico,Automotive Parts,Ceramic Brake Pad Set,46,115.47,5311.62,Sarah Williams,MXN,2022
ORD-001585,2024-07-26,Europe,Spain,Pharmaceuticals,Collagen Peptides Powder,117,62.46,7307.82,Hassan Petrov,EUR,2024
ORD-001586,2023-02-27,Middle East,Saudi Arabia,Consumer Goods,Air Purifier Home,10,97.43,974.3,James Lindqvist,SAR,2023
ORD-001587,2023-12-15,Middle East,United Arab Emirates,Industrial Equipment,Welding Station Pro,8,12918.51,103348.08,John Sharma,AED,2023
